	10CA_S168pdamsymd.sam.counts	10CL_S148pdamsymd.sam.counts	10NA_S169pdamsymd.sam.counts	10NL_S149pdamsymd.sam.counts	1CA_S150pdamsymd.sam.counts	1NA_S151pdamsymd.sam.counts	1NL_S136pdamsymd.sam.counts	2CA_S152pdamsymd.sam.counts	2NA_S153pdamsymd.sam.counts	3CA_S154pdamsymd.sam.counts	3CL_S137pdamsymd.sam.counts	3NA_S155pdamsymd.sam.counts	3NL_S138pdamsymd.sam.counts	4CA_S156pdamsymd.sam.counts	4CL_S139pdamsymd.sam.counts	4NA_S157pdamsymd.sam.counts	5CA_S158pdamsymd.sam.counts	5CL_S140pdamsymd.sam.counts	5NA_S159pdamsymd.sam.counts	6CA_S160pdamsymd.sam.counts	6CL_S141pdamsymd.sam.counts	6NA_S161pdamsymd.sam.counts	6NL_S142pdamsymd.sam.counts	7CA_S162pdamsymd.sam.counts	7CL_S143pdamsymd.sam.counts	7NA_S163pdamsymd.sam.counts	8CA_S164pdamsymd.sam.counts	8CL_S144pdamsymd.sam.counts	8NA_S165pdamsymd.sam.counts	8NL_S145pdamsymd.sam.counts	9CA_S166pdamsymd.sam.counts	9CL_S146pdamsymd.sam.counts	9NA_S167pdamsymd.sam.counts	9NL_S147pdamsymd.sam.counts	
isogroup00024367	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	2	1	0	0	1	0	0	0	2	0	5	1	0	0	1	1	0	
isogroup00024368	7	0	13	0	15	13	2	13	6	9	1	12	1	1	0	10	6	0	8	6	0	7	0	5	0	6	9	1	6	0	7	1	10	0	
isogroup00024369	0	2	1	0	1	1	0	0	0	2	1	1	0	0	2	2	1	1	0	0	1	0	0	1	2	0	0	1	1	2	0	2	0	0	
isogroup00024370	1	0	4	0	2	2	0	5	0	0	0	1	0	3	0	3	4	1	2	0	1	0	0	2	0	4	7	0	1	1	4	0	2	0	
isogroup00024371	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	2	0	2	0	0	0	
isogroup00024372	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	
isogroup00024373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup00024375	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	
isogroup00024377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024380	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	
isogroup00024381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	
isogroup00024382	1	6	1	2	1	1	2	1	1	0	3	1	8	0	2	0	0	1	0	0	3	1	4	0	2	2	0	1	0	3	0	2	0	1	
isogroup00024383	0	3	0	3	0	0	0	2	0	0	2	0	2	1	2	0	0	3	0	0	5	3	5	0	2	0	0	1	0	1	2	2	0	4	
isogroup00024384	3	1	3	2	3	8	1	4	0	2	1	4	0	2	3	0	1	4	6	2	3	0	1	1	1	7	0	1	1	3	0	1	2	3	
isogroup00024385	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	2	0	1	0	0	2	0	1	0	0	0	0	
isogroup00024386	14	0	21	0	9	6	0	5	2	5	0	13	0	13	0	7	12	0	4	8	0	14	0	1	1	4	12	0	16	0	28	1	9	0	
isogroup00024387	12	9	9	14	8	5	9	4	0	9	23	6	25	13	18	7	11	14	7	8	15	12	24	2	3	3	6	4	4	6	31	11	14	20	
isogroup00024388	92	117	74	134	33	25	33	30	23	49	110	62	178	67	117	32	66	150	59	61	121	61	176	30	55	36	26	40	31	28	81	98	74	76	
isogroup00024389	0	0	1	5	0	0	0	0	0	0	1	0	1	2	4	0	0	2	1	1	2	1	1	1	2	0	0	0	0	1	1	2	4	1	
isogroup00024390	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00024391	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	
isogroup00024392	1	1	0	0	0	0	1	0	0	0	3	0	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	
isogroup00024393	68	73	69	90	73	60	72	82	40	49	61	29	92	34	88	62	66	92	39	73	91	51	89	41	78	66	62	83	42	76	47	86	66	52	
isogroup00024394	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00024396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup00024397	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024398	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	1	
isogroup00024399	0	5	0	0	3	0	0	1	0	0	3	0	2	2	1	2	0	1	1	0	2	1	1	0	2	1	0	2	1	0	0	0	0	0	
isogroup00024400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	
isogroup00024401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	
isogroup00024402	1	3	3	3	0	4	2	0	0	0	3	0	4	1	1	1	1	4	1	1	5	1	4	0	2	0	1	4	2	1	4	5	1	4	
isogroup00024403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00024404	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	
isogroup00024406	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00024407	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024408	7	10	23	8	14	15	10	16	9	9	8	14	10	17	8	21	13	13	8	6	21	8	6	8	12	18	11	5	10	16	16	2	7	7	
isogroup00024409	0	0	0	1	2	0	0	0	0	1	0	2	4	1	2	0	1	0	0	3	2	0	2	0	0	1	0	1	0	2	1	2	0	2	
isogroup00024410	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024411	58	57	52	59	42	47	52	53	23	28	52	29	58	37	52	41	34	72	35	38	51	34	52	40	61	54	54	49	41	54	25	41	63	67	
isogroup00024412	348	6	285	5	338	192	5	218	238	208	5	232	6	268	2	410	294	3	235	355	3	136	2	227	2	411	500	8	419	5	208	4	285	3	
isogroup00024413	32	17	23	30	8	43	16	20	14	30	14	19	14	8	18	18	19	33	24	31	20	18	25	13	12	21	22	10	13	6	19	25	28	21	
isogroup00024414	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	
isogroup00024415	1	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	
isogroup00024416	5	9	5	4	4	2	4	4	0	1	3	7	5	6	1	3	3	8	1	5	2	4	3	3	7	5	2	7	6	2	4	7	3	2	
isogroup00024417	1	3	2	2	0	1	1	0	0	0	2	0	2	1	0	1	1	4	2	1	1	1	2	1	1	1	2	1	0	2	2	1	3	2	
isogroup00024418	1	1	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	
isogroup00024419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	
isogroup00024421	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	
isogroup00024423	94	0	114	4	7	41	1	79	158	145	5	197	2	86	1	6	78	6	108	68	0	111	1	2	1	4	3	7	10	4	101	4	103	1	
isogroup00024424	22	24	22	16	26	17	14	22	14	25	17	25	23	28	20	25	16	16	19	26	20	13	26	23	21	52	29	26	29	25	34	14	19	34	
isogroup00024425	3	1	1	1	0	1	0	1	0	4	0	5	3	0	0	3	2	1	2	1	2	0	1	2	0	1	2	0	2	0	3	0	1	0	
isogroup00024426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup00024427	15	21	17	16	20	17	14	21	11	18	15	11	20	8	12	27	11	20	18	14	12	16	15	20	8	40	28	21	27	16	10	10	11	10	
isogroup00024429	35	0	13	0	19	23	0	14	6	17	0	15	0	15	0	16	30	0	9	19	1	8	0	8	0	13	23	0	6	0	8	0	20	0	
isogroup00024430	21	0	42	0	28	23	1	8	13	25	0	39	1	23	0	21	13	0	33	25	0	59	0	2	1	12	20	2	22	1	39	0	32	0	
isogroup00024432	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024433	0	3	1	3	1	0	0	2	0	1	1	1	0	0	2	1	1	4	2	0	3	4	2	0	2	1	0	1	1	3	3	0	1	4	
isogroup00024434	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	
isogroup00024435	3	0	0	1	1	2	1	1	0	1	0	0	1	1	2	1	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	1	0	
isogroup00024436	0	0	1	0	3	0	0	0	0	3	0	1	0	1	2	0	0	0	0	2	0	0	1	0	1	0	0	0	2	0	1	0	0	0	
isogroup00024437	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	1	1	1	0	1	1	0	0	0	0	
isogroup00024438	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	3	0	
isogroup00024439	48	2	121	0	166	81	0	173	20	49	1	58	2	42	3	32	23	1	36	45	2	81	3	23	0	161	44	3	66	3	34	1	60	0	
isogroup00024440	0	2	1	0	1	1	2	0	0	1	1	0	3	0	0	1	1	4	1	0	1	1	2	0	0	0	2	2	3	1	3	1	1	2	
isogroup00024441	4	14	8	5	49	18	5	33	4	3	12	4	8	2	5	17	3	9	3	2	11	3	6	7	3	28	9	4	21	5	2	4	6	24	
isogroup00024442	48	16	32	24	27	33	14	32	20	35	19	41	17	32	13	37	34	23	34	44	18	29	16	17	7	26	34	12	28	7	40	12	48	16	
isogroup00024451	1	2	0	1	4	2	1	0	0	0	0	1	0	2	0	2	0	4	1	0	1	0	1	0	1	0	3	3	1	4	2	0	0	1	
isogroup00024452	11	6	5	4	4	7	6	11	5	6	2	9	4	9	6	14	10	8	7	3	4	7	8	0	4	4	14	7	11	6	8	2	8	7	
isogroup00024454	40	27	26	26	29	36	24	60	31	30	21	18	34	29	29	35	32	37	20	34	24	21	17	41	22	50	47	40	30	37	21	14	31	20	
isogroup00024455	1	6	1	1	0	1	5	0	0	0	5	0	5	0	3	1	0	3	0	1	3	0	2	0	7	1	1	5	2	8	0	2	0	1	
isogroup00024456	15	1	5	7	11	2	3	14	12	6	3	2	2	2	2	9	6	7	2	3	7	3	4	3	5	11	14	9	16	8	4	0	5	1	
isogroup00024458	1	3	1	3	0	6	3	0	0	0	2	2	3	0	0	3	0	1	0	4	1	0	2	4	3	8	9	0	6	1	1	1	2	5	
isogroup00024460	7	7	2	2	4	1	2	0	0	1	2	2	4	4	5	0	2	3	5	4	1	4	1	1	0	2	0	0	0	0	2	2	3	2	
isogroup00024461	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup00024463	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
isogroup00024464	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	1	0	0	
isogroup00024465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	
isogroup00024466	152	5	104	4	124	151	4	64	92	48	7	87	7	53	6	60	101	7	57	104	2	64	8	30	5	53	91	6	56	4	75	5	65	3	
isogroup00024467	0	4	2	5	1	1	4	4	1	0	4	1	6	2	5	4	3	3	0	3	5	0	3	0	5	1	3	5	2	3	4	2	3	2	
isogroup00024468	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	3	1	1	0	0	0	0	
isogroup00024469	25	23	20	28	17	18	19	12	7	11	16	14	20	16	17	17	10	28	15	17	19	23	20	6	18	20	18	17	10	13	27	19	29	16	
isogroup00024470	12	8	11	11	7	6	4	7	6	7	6	9	7	8	8	9	13	5	5	17	14	8	4	6	11	12	16	9	11	2	12	9	27	11	
isogroup00024472	10	29	13	25	6	8	10	9	4	7	27	7	25	12	16	8	6	31	7	5	21	10	25	10	18	10	5	9	2	7	7	12	8	13	
isogroup00024475	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup00024476	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup00024478	172	292	185	319	199	158	273	207	128	132	221	145	308	169	256	183	159	308	143	175	332	155	276	132	327	231	204	300	156	277	128	208	167	214	
isogroup00024483	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	
isogroup00024484	2	14	2	3	2	2	4	1	1	0	13	0	6	2	0	1	0	11	1	1	3	3	4	0	1	1	3	0	1	7	13	6	1	8	
isogroup00024486	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00024487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00024488	0	7	1	3	0	0	7	0	0	0	8	1	14	2	5	0	0	11	2	0	3	1	6	0	0	1	0	5	1	3	6	5	1	4	
isogroup00024489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
isogroup00024490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup00024493	0	0	0	0	1	4	0	2	1	0	0	1	0	0	0	1	2	0	0	1	0	2	0	4	0	3	0	0	0	0	0	0	0	0	
isogroup00024494	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
isogroup00024495	4	1	7	1	4	7	0	8	1	3	2	2	0	2	2	8	4	2	1	4	0	2	1	2	0	2	6	1	5	1	2	2	1	1	
isogroup00024496	20	2	6	0	5	1	0	3	6	8	0	5	1	11	0	3	7	0	8	13	0	3	0	1	0	2	1	2	1	1	8	0	13	0	
isogroup00024499	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024502	7	8	6	11	7	6	7	11	8	5	8	4	7	4	6	5	8	8	2	5	4	3	5	1	5	6	9	6	1	4	3	1	9	4	
isogroup00024503	3	18	1	13	3	0	9	4	0	1	9	2	15	2	18	3	2	5	0	1	16	2	14	0	15	0	2	8	2	5	3	7	0	18	
isogroup00024504	1	0	0	0	0	1	0	0	1	0	0	1	0	2	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	
isogroup00024506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup00024507	12	3	22	3	17	55	4	25	34	10	0	19	4	14	2	11	15	5	21	21	6	24	2	15	5	13	37	3	29	5	21	2	26	4	
isogroup00024508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	
isogroup00024509	7	7	5	11	5	9	8	15	4	11	5	11	6	19	7	9	5	8	9	5	8	13	12	2	9	9	10	5	14	11	4	7	18	12	
isogroup00024510	0	2	1	4	3	0	1	1	0	0	1	0	4	0	2	0	0	3	0	0	2	0	4	0	3	0	0	1	0	0	0	2	0	2	
isogroup00024511	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	
isogroup00024512	2	5	1	2	0	0	2	0	0	2	2	0	5	0	3	0	1	4	0	0	4	0	2	1	3	1	0	1	0	0	2	3	2	5	
isogroup00024514	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup00024515	2	18	2	22	2	3	2	0	2	5	10	2	23	3	16	1	3	12	3	3	6	1	22	0	11	1	1	0	0	1	1	6	0	13	
isogroup00024516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00024517	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	2	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	
isogroup00024520	9	9	11	16	29	15	14	6	6	15	15	11	17	9	28	25	14	16	8	9	25	6	22	15	22	24	22	21	26	29	14	15	19	13	
isogroup00024521	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	
isogroup00024522	19	8	5	7	10	20	1	21	23	11	8	11	2	6	8	9	9	9	10	13	7	9	5	4	13	9	13	13	9	8	6	2	13	2	
isogroup00024523	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	
isogroup00024524	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	
isogroup00024526	1	1	2	4	5	2	2	0	2	2	5	3	4	3	4	2	2	0	2	6	1	1	2	2	0	5	4	2	2	3	4	2	7	2	
isogroup00024528	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024530	13	0	2	0	2	2	0	3	2	5	1	0	0	4	1	2	2	0	5	5	2	2	0	5	0	6	2	0	2	0	6	0	7	0	
isogroup00024531	2	1	3	0	0	0	0	0	0	1	0	2	0	2	0	1	1	0	2	0	0	0	0	0	0	2	2	0	0	0	2	0	1	0	
isogroup00024532	7	28	26	36	38	6	28	7	4	6	30	7	28	32	39	27	15	46	28	5	32	31	40	5	26	16	21	36	18	36	40	30	21	28	
isogroup00024533	3	1	11	1	4	10	2	1	4	5	0	5	2	3	0	3	7	1	8	6	2	7	1	1	3	2	4	0	8	2	4	1	5	1	
isogroup00024534	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	
isogroup00024535	28	2	15	7	21	2	1	17	8	15	6	9	5	13	3	12	17	2	6	21	5	5	5	6	2	21	17	5	9	3	13	4	10	2	
isogroup00024537	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	
isogroup00024538	67	97	49	94	64	74	80	63	34	56	85	41	96	36	87	61	49	91	50	46	95	38	89	40	86	75	70	135	49	82	40	73	53	80	
isogroup00024539	105	78	62	91	73	112	64	92	82	80	80	87	75	109	75	62	104	91	120	99	85	82	76	74	83	97	108	77	89	76	87	66	119	58	
isogroup00024540	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup00024544	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	3	0	
isogroup00024546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	
isogroup00024548	0	2	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	3	0	0	2	0	3	0	1	0	0	1	0	1	1	1	0	1	
isogroup00024549	1	4	1	0	1	3	4	8	33	0	3	2	4	1	2	0	0	5	5	0	3	1	3	1	13	3	1	6	4	3	0	2	2	4	
isogroup00024551	4	6	6	11	4	8	6	7	3	13	3	4	5	2	4	13	5	6	5	6	4	6	2	8	13	8	15	15	8	27	2	3	10	3	
isogroup00024552	3	0	0	10	1	2	2	1	0	0	8	1	1	2	6	3	1	7	1	4	7	3	5	0	1	2	1	2	2	3	1	4	0	7	
isogroup00024553	0	1	0	2	1	0	4	0	0	0	0	0	2	1	1	0	1	1	1	0	3	0	3	0	7	0	1	3	1	5	0	0	1	1	
isogroup00024554	1	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	
isogroup00024555	20	4	17	1	8	19	2	30	29	7	4	17	2	20	2	18	12	4	21	8	2	12	2	9	7	14	13	9	18	13	4	1	13	1	
isogroup00024556	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	
isogroup00024558	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
isogroup00024559	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	
isogroup00024560	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024561	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
isogroup00024562	0	2	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	2	1	2	1	0	0	1	1	1	0	1	0	1	
isogroup00024563	0	2	0	1	3	1	1	0	0	3	0	0	0	1	1	0	0	3	0	2	0	1	1	0	0	0	2	1	0	1	3	0	1	0	
isogroup00024564	2	2	0	1	3	0	1	2	1	0	2	0	3	1	2	5	0	0	4	2	0	2	3	1	5	3	1	5	2	2	3	1	1	2	
isogroup00024565	0	0	0	0	2	0	1	0	0	0	1	0	1	2	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	
isogroup00024566	1	0	2	2	0	0	2	2	1	1	0	1	2	1	1	1	3	1	0	0	1	0	2	1	1	0	1	1	2	2	1	2	2	2	
isogroup00024567	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	
isogroup00024570	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	
isogroup00024571	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024573	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024574	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00024575	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00024576	2	0	1	0	2	0	1	2	0	3	0	1	0	1	0	0	1	0	1	0	0	0	0	0	2	1	1	0	1	0	0	0	1	0	
isogroup00024577	1	0	5	0	0	0	0	1	0	0	1	3	0	2	0	0	4	0	1	5	0	3	0	1	0	0	0	0	1	0	2	0	3	0	
isogroup00024578	3	0	9	0	1	1	0	0	1	9	0	3	0	12	0	1	3	0	9	5	0	2	2	1	1	4	2	2	7	1	4	2	15	0	
isogroup00024579	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	
isogroup00024580	2	1	0	2	4	0	1	0	1	2	2	0	3	3	5	1	0	2	1	1	2	1	3	1	1	1	1	2	3	1	1	1	2	2	
isogroup00024581	2	3	1	10	3	2	5	2	2	2	4	6	4	2	7	4	1	5	1	4	3	5	4	0	4	7	5	6	5	6	4	3	3	4	
isogroup00024582	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	
isogroup00024584	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	0	
isogroup00024585	10	6	5	2	5	6	4	12	5	15	6	9	9	3	5	3	3	3	5	5	5	7	9	4	7	6	10	8	4	7	4	10	7	5	
isogroup00024586	2	0	1	0	0	2	0	0	0	1	0	2	0	1	0	0	1	0	2	2	0	1	0	0	1	0	0	0	1	1	0	1	0	0	
isogroup00024587	6	1	2	0	2	0	0	2	1	2	1	2	0	1	0	2	3	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	
isogroup00024588	241	95	232	126	205	195	47	274	149	200	80	193	146	150	126	186	223	145	197	202	144	153	120	140	147	304	201	92	164	85	152	92	260	111	
isogroup00024589	0	0	2	0	0	0	2	0	2	1	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	1	0	2	0	2	1	2	0	
isogroup00024590	17	1	30	1	19	12	0	4	10	20	0	25	0	17	1	17	27	2	13	19	0	16	0	33	2	38	25	0	12	0	13	1	12	0	
isogroup00024591	1	0	0	0	1	2	0	2	0	1	0	2	1	1	0	1	1	1	1	2	0	1	0	1	0	2	3	1	0	0	3	1	3	0	
isogroup00024592	100	64	102	80	118	173	44	139	89	182	44	177	71	132	63	94	158	57	164	128	69	105	70	123	48	170	116	52	102	48	141	59	158	41	
isogroup00024593	1	2	2	1	4	1	1	0	0	0	0	2	1	1	2	0	2	2	1	2	1	2	0	0	2	2	3	3	2	0	2	3	0	0	
